SPL log data saved by REW V5.20.4
Soundcard cal: 
Mic/meter cal: 
SPL cal offset: 124.09477157592772 dB
High Pass Filter: Off
Date: Mar 4, 2022 11:38:24 AM
Start: 1646393904018
Log length: 507 entries over 86.5s
Log interval: 0.17066666666666666 seconds

Time[s] LCS LCSMin LCSMax LZpeak LCeq LCE LCeq1m LCeq10m
67.584 35.3 34.7 39.9 70.8 37.1 55.4 37.1 37.1 11:39:31.584
67.755 35.3 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:31.755
67.925 35.2 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:31.925
68.096 35.2 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:32.096
68.267 35.3 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:32.267
68.437 35.4 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:32.437
68.608 35.3 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:32.608
68.779 35.1 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:32.779
68.949 35.2 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:32.949
69.120 34.8 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:33.120
69.291 35.1 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:33.291
69.461 35.2 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:33.461
69.632 35.1 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:33.632
69.803 35.2 34.7 39.9 70.8 37.1 55.5 37.1 37.1 11:39:33.803
69.973 35.1 34.7 39.9 70.8 37.1 55.6 37.1 37.1 11:39:33.973
70.144 34.9 34.7 39.9 70.8 37.1 55.6 37.1 37.1 11:39:34.144
70.315 35.2 34.7 39.9 70.8 37.1 55.6 37.1 37.1 11:39:34.315
70.485 35.0 34.7 39.9 70.8 37.1 55.6 37.0 37.1 11:39:34.485
70.656 35.2 34.7 39.9 70.8 37.1 55.6 37.0 37.1 11:39:34.656
70.827 35.1 34.7 39.9 70.8 37.1 55.6 37.0 37.1 11:39:34.827
70.997 34.9 34.7 39.9 70.8 37.1 55.6 37.0 37.1 11:39:34.997
71.168 35.0 34.7 39.9 70.8 37.1 55.6 37.0 37.1 11:39:35.168
71.339 35.4 34.7 39.9 70.8 37.1 55.6 37.0 37.1 11:39:35.339
71.509 35.5 34.7 39.9 70.8 37.1 55.6 37.0 37.1 11:39:35.509
71.680 35.2 34.7 39.9 70.8 37.1 55.6 37.0 37.1 11:39:35.680
71.851 35.5 34.7 39.9 70.8 37.1 55.6 37.0 37.1 11:39:35.851
72.021 35.9 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:36.021
72.192 35.8 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:36.192
72.363 35.3 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:36.363
72.533 35.1 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:36.533
72.704 35.2 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:36.704
72.875 35.1 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:36.875
73.045 35.2 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:37.045
73.216 35.6 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:37.216
73.387 35.6 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:37.387
73.557 35.6 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:37.557
73.728 35.9 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:37.728
73.899 35.7 34.7 39.9 70.8 37.1 55.7 37.0 37.1 11:39:37.899
74.069 35.3 34.7 39.9 70.8 37.1 55.8 37.0 37.1 11:39:38.069
74.240 35.6 34.7 39.9 70.8 37.1 55.8 37.0 37.1 11:39:38.240
74.411 35.8 34.7 39.9 70.8 37.1 55.8 37.0 37.1 11:39:38.411
74.581 35.9 34.7 39.9 70.8 37.1 55.8 37.0 37.1 11:39:38.581
74.752 36.0 34.7 39.9 70.8 37.1 55.8 37.0 37.1 11:39:38.752
74.923 36.1 34.7 39.9 70.8 37.1 55.8 37.0 37.1 11:39:38.923
75.093 35.9 34.7 39.9 70.8 37.1 55.8 37.0 37.1 11:39:39.093
75.264 35.7 34.7 39.9 70.8 37.1 55.8 37.0 37.1 11:39:39.264
75.435 35.7 34.7 39.9 70.8 37.0 55.8 37.0 37.0 11:39:39.435
75.605 35.9 34.7 39.9 70.8 37.0 55.8 37.0 37.0 11:39:39.605
75.776 35.8 34.7 39.9 70.8 37.0 55.8 37.0 37.0 11:39:39.776
75.947 35.9 34.7 39.9 70.8 37.0 55.9 37.0 37.0 11:39:39.947
76.117 35.5 34.7 39.9 70.8 37.0 55.9 37.0 37.0 11:39:40.117
76.288 35.4 34.7 39.9 70.8 37.0 55.9 37.0 37.0 11:39:40.288
76.459 35.6 34.7 39.9 70.8 37.0 55.9 37.0 37.0 11:39:40.459
76.629 35.4 34.7 39.9 70.8 37.0 55.9 37.0 37.0 11:39:40.629
76.800 35.1 34.7 39.9 70.8 37.0 55.9 36.9 37.0 11:39:40.800
76.971 35.2 34.7 39.9 70.8 37.0 55.9 36.9 37.0 11:39:40.971
77.141 35.0 34.7 39.9 70.8 37.0 55.9 36.9 37.0 11:39:41.141
77.312 35.3 34.7 39.9 70.8 37.0 55.9 36.9 37.0 11:39:41.312
77.483 35.5 34.7 39.9 70.8 37.0 55.9 36.9 37.0 11:39:41.483
77.653 35.7 34.7 39.9 70.8 37.0 55.9 36.9 37.0 11:39:41.653
77.824 35.8 34.7 39.9 70.8 37.0 55.9 36.9 37.0 11:39:41.824
77.995 35.7 34.7 39.9 70.8 37.0 55.9 36.9 37.0 11:39:41.995
78.165 35.9 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:42.165
78.336 35.8 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:42.336
78.507 35.7 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:42.507
78.677 35.8 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:42.677
78.848 35.9 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:42.848
79.019 35.7 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:43.019
79.189 35.2 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:43.189
79.360 35.5 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:43.360
79.531 35.6 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:43.531
79.701 35.7 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:43.701
79.872 35.4 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:43.872
80.043 35.5 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:44.043
80.213 35.7 34.7 39.9 70.8 37.0 56.0 36.9 37.0 11:39:44.213
80.384 35.8 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:44.384
80.555 35.7 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:44.555
80.725 35.4 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:44.725
80.896 35.5 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:44.896
81.067 35.0 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:45.067
81.237 35.2 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:45.237
81.408 35.0 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:45.408
81.579 35.2 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:45.579
81.749 35.4 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:45.749
81.920 35.6 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:45.920
82.091 35.8 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:46.091
82.261 35.9 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:46.261
82.432 35.7 34.7 39.9 70.8 37.0 56.1 36.9 37.0 11:39:46.432
82.603 35.5 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:46.603
82.773 35.5 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:46.773
82.944 35.6 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:46.944
83.115 35.9 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:47.115
83.285 36.3 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:47.285
83.456 36.5 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:47.456
83.627 36.2 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:47.627
83.797 36.4 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:47.797
83.968 35.9 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:47.968
84.139 35.7 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:48.139
84.309 35.8 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:48.309
84.480 35.6 34.7 39.9 70.8 37.0 56.2 36.9 37.0 11:39:48.480
84.651 35.5 34.7 39.9 70.8 37.0 56.3 36.9 37.0 11:39:48.651
84.821 35.7 34.7 39.9 70.8 37.0 56.3 36.9 37.0 11:39:48.821
84.992 35.7 34.7 39.9 70.8 37.0 56.3 36.9 37.0 11:39:48.992
85.163 35.7 34.7 39.9 70.8 37.0 56.3 36.9 37.0 11:39:49.163
85.333 35.2 34.7 39.9 70.8 37.0 56.3 36.8 37.0 11:39:49.333
85.504 35.4 34.7 39.9 70.8 37.0 56.3 36.8 37.0 11:39:49.504
85.675 35.6 34.7 39.9 70.8 37.0 56.3 36.8 37.0 11:39:49.675
85.845 35.4 34.7 39.9 70.8 37.0 56.3 36.8 37.0 11:39:49.845
86.016 35.6 34.7 39.9 70.8 37.0 56.3 36.8 37.0 11:39:50.016
86.187 35.8 34.7 39.9 70.8 37.0 56.3 36.7 37.0 11:39:50.187
86.357 35.8 34.7 39.9 70.8 37.0 56.3 36.7 37.0 11:39:50.357
86.528 36.0 34.7 39.9 70.8 37.0 56.3 36.7 37.0 11:39:50.528

