SPL log data saved by REW V5.20.4
Soundcard cal: 
Mic/meter cal: 
SPL cal offset: 139.66781387329104 dB
High Pass Filter: Off
Date: Mar 4, 2022 11:54:28 AM
Start: 1646394868632
Log length: 538 entries over 91.8s
Log interval: 0.17066666666666666 seconds

Time[s] LCS LCSMin LCSMax LZpeak LCeq LCE LCeq1m LCeq10m
82.603 41.1 40.7 45.8 68.4 42.0 61.2 41.6 42.0 11:55:50.603
82.773 41.2 40.7 45.8 68.4 42.0 61.2 41.5 42.0 11:55:50.773
82.944 41.2 40.7 45.8 68.4 42.0 61.2 41.5 42.0 11:55:50.944
83.115 40.8 40.7 45.8 68.4 42.0 61.2 41.5 42.0 11:55:51.115
83.285 40.9 40.7 45.8 68.4 42.0 61.2 41.5 42.0 11:55:51.285
83.456 41.0 40.7 45.8 68.4 42.0 61.2 41.5 42.0 11:55:51.456
83.627 41.1 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:51.627
83.797 41.2 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:51.797
83.968 41.3 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:51.968
84.139 41.2 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:52.139
84.309 41.1 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:52.309
84.480 41.0 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:52.480
84.651 41.1 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:52.651
84.821 41.1 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:52.821
84.992 41.2 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:52.992
85.163 41.3 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:53.163
85.333 41.3 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:53.333
85.504 41.2 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:53.504
85.675 41.4 40.7 45.8 68.4 42.0 61.3 41.5 42.0 11:55:53.675
85.845 41.5 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:53.845
86.016 41.4 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:54.016
86.187 41.2 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:54.187
86.357 41.0 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:54.357
86.528 40.8 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:54.528
86.699 41.0 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:54.699
86.869 41.0 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:54.869
87.040 41.2 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:55.040
87.211 41.3 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:55.211
87.381 41.1 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:55.381
87.552 41.2 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:55.552
87.723 41.3 40.7 45.8 68.4 42.0 61.4 41.5 42.0 11:55:55.723
87.893 41.4 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:55.893
88.064 41.4 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:56.064
88.235 41.3 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:56.235
88.405 41.4 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:56.405
88.576 41.3 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:56.576
88.747 41.3 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:56.747
88.917 41.5 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:56.917
89.088 41.2 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:57.088
89.259 41.3 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:57.259
89.429 41.2 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:57.429
89.600 41.3 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:57.600
89.771 41.2 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:57.771
89.941 41.2 40.7 45.8 68.4 42.0 61.5 41.5 42.0 11:55:57.941
90.112 41.1 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:58.112
90.283 40.9 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:58.283
90.453 41.0 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:58.453
90.624 41.1 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:58.624
90.795 41.2 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:58.795
90.965 41.3 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:58.965
91.136 41.5 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:59.136
91.307 41.6 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:59.307
91.477 41.6 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:59.477
91.648 41.4 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:59.648
91.819 41.2 40.7 45.8 68.4 42.0 61.6 41.5 42.0 11:55:59.819

